시군명,가축전염병명,농장소재지,축종명,감염두수,진단일자,병성감정기관명
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,36,2001-11-13,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,3,2001-11-13,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,13,2001-11-15,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 월정리,돼지,2,2001-11-15,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 월정리,돼지,38,2001-11-17,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 월정리,돼지,8,2001-11-17,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 장암리,돼지,3,2001-11-17,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,1,2001-11-17,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,1,2001-11-17,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 삼죽면 미장리,돼지,11,2001-11-17,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,40,2001-11-17,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,4,2001-11-17,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 삼죽면 미장리,돼지,8,2001-11-21,경기 남부지소
안성시,결핵병,경기도 안성시 고삼면,소,17,2001-11-22,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,3,2001-11-26,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 장암리,돼지,3,2001-11-26,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,1,2001-11-26,경기 남부지소
안성시,결핵병,경기도 안성시 일죽면,소,18,2001-12-06,경기 남부지소
안성시,가금티프스,경기도 안성시 보개면,닭,7000,2001-12-08,경기 남부지소
안성시,결핵병,경기도 안성시 미양면,소,16,2001-12-12,경기 남부지소
안성시,결핵병,경기도 안성시 보개면,소,1,2001-12-13,경기 남부지소
안성시,결핵병,경기도 안성시 보개면,소,1,2001-12-14,경기 남부지소
안성시,뉴캣슬병,경기도 안성시 대덕면 모산리,닭-기타,2000,2002-01-02,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,1,2002-01-17,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,6,2002-01-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 장암리,돼지,20,2002-01-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 장암리,돼지,47,2002-01-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,6,2002-01-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 삼죽면 미장리,돼지,1,2002-01-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,7,2002-01-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 장암리,돼지,8,2002-01-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,5,2002-01-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 월정리,돼지,50,2002-01-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,152,2002-01-30,경기 남부지소
안성시,결핵병,경기도 안성시 고삼면 신창리,소,25,2002-02-06,경기 남부지소
안성시,결핵병,경기도 안성시 대덕면 모산리,소,1,2002-02-20,경기 남부지소
안성시,결핵병,경기도 안성시 일죽면 죽림리,소-육우,12,2002-02-22,경기 남부지소
안성시,결핵병,경기도 안성시 미양면 개정리,소-육우,1,2002-02-28,경기 남부지소
안성시,결핵병,경기도 안성시 금광면 현곡리,소,1,2002-03-08,경기 남부지소
안성시,가금티프스,경기도 안성시 미양면 개정리,닭-육계,2000,2002-03-09,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 월정리,돼지,23,2002-03-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,1,2002-03-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,2,2002-03-21,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,13,2002-03-21,경기 남부지소
안성시,구제역,경기도 안성시 삼죽면 내장리,돼지-육성돈,500,2002-05-02,병리진단과
안성시,구제역,경기도 안성시 삼죽면 덕산리,돼지-육성돈,1,2002-05-10,병리진단과
안성시,구제역,경기도 안성시 보개면 적가리,돼지-육성돈,4,2002-05-10,병리진단과
안성시,구제역,경기도 안성시 일죽면 월정리,돼지,2,2002-05-18,병리진단과
안성시,구제역,경기도 안성시 보개면 남풍리,돼지,2,2002-05-19,병리진단과
안성시,구제역,경기도 안성시 일죽면 월정리,돼지,16,2002-05-19,병리진단과
안성시,구제역,경기도 안성시 일죽면 방초리,소-젖소,1,2002-06-07,병리진단과
안성시,구제역,경기도 안성시 일죽면 당촌리,돼지,13,2002-06-10,병리진단과
안성시,구제역,경기도 안성시 일죽면 당촌리,돼지,6,2002-06-23,병리진단과
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,115,2002-08-16,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,3,2002-09-06,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,2,2002-09-09,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 장암리,돼지,20,2002-09-14,경기 남부지소
안성시,결핵병,경기도 안성시 중리동,소,1,2002-11-01,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,2,2002-11-15,경기 남부지소
안성시,가금티프스,경기도 안성시 미양면 보체리,닭,4000,2002-11-21,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 두현리,소,4,2002-12-02,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,2,2002-12-17,경기 남부지소
안성시,결핵병,경기도 안성시 서운면,소-육우,1,2003-01-23,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,1,2003-02-04,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,1,2003-05-15,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,6,2003-06-10,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 장암리,돼지,31,2003-07-14,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,1,2003-07-21,경기 남부지소
안성시,결핵병,경기도 안성시 공도읍 진사리,소-육우,1,2003-08-22,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,2,2003-09-08,경기 남부지소
안성시,돼지오제스키병,경기도 안성시 일죽면 죽림리,돼지,1,2003-09-19,경기 남부지소
안성시,가금티프스,경기도 안성시 대덕면 소현리,닭-육계,9600,2003-10-27,경기도축산위생연구소
안성시,돼지열병,경기도 안성시 일죽면 장암리,돼지-육성돈,18,2003-11-07,병리진단과
안성시,브루셀라병,경기도 안성시 서운면 인리,소-한우,6,2004-03-02,경기 남부지소
안성시,브루셀라병,경기도 안성시 서운면 인리,소-한우,6,2004-03-02,경기 남부지소
안성시,브루셀라병,경기도 안성시 공도읍 진사리,소-한우,2,2004-03-17,경기 남부지소
안성시,브루셀라병,경기도 안성시 죽산면 장계리,소-젖소,13,2004-03-26,경기 남부지소
안성시,가금티프스,경기도 안성시 서운면 청용리,닭-산란계,2500,2004-06-07,경기 남부지소
안성시,가금티프스,경기도 안성시 서운면 청용리,닭-산란계,2500,2004-06-07,경기 남부지소
안성시,가금티프스,경기도 안성시 서운면 청용리,닭-산란계,2300,2004-06-16,경기 남부지소
안성시,가금티프스,경기도 안성시 서운면 청용리,닭-산란계,2300,2004-06-16,경기 남부지소
안성시,브루셀라병,경기도 안성시 양성면 동항리,소-한우,27,2004-06-25,경기 남부지소
안성시,돼지생식기호흡기증후군,경기도 안성시 일죽면 죽림리,돼지-육성돈,2,2004-08-24,병리진단과
안성시,결핵병,경기도 안성시 죽산면 장계리,소-젖소,15,2004-08-30,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 장계리,소-젖소,15,2004-08-30,경기 남부지소
안성시,결핵병,경기도 안성시 미양면 용두리,소-젖소,4,2004-10-18,경기 남부지소
안성시,결핵병,경기도 안성시 미양면 구례리,소-젖소,29,2004-10-18,경기 남부지소
안성시,가금티프스,경기도 안성시 원곡면 성은리,닭-산란계,500,2004-10-25,경기 남부지소
안성시,가금티프스,경기도 안성시 원곡면 성은리,닭-산란계,500,2004-10-25,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 장계리,소-젖소,2,2004-11-15,경기 남부지소
안성시,결핵병,경기도 안성시 금광면 현곡리,소-젖소,2,2004-12-20,경기 남부지소
안성시,결핵병,경기도 안성시 미양면 구례리,소-젖소,12,2004-12-22,경기 남부지소
안성시,결핵병,경기도 안성시 미양면 용두리,소-젖소,1,2004-12-23,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 장계리,소-젖소,1,2005-01-20,경기 남부지소
안성시,브루셀라병,경기도 안성시 서운면 인리,소-한우,6,2005-02-19,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 두현리,소-젖소,2,2005-02-21,경기 남부지소
안성시,결핵병,경기도 안성시 금광면 현곡리,소-육우,2,2005-02-23,경기 남부지소
안성시,뉴캣슬병,경기도 안성시 삼죽면 덕산리,닭-육계,100,2005-02-23,경기 남부지소
안성시,결핵병,경기도 안성시 미양면 구례리,소-젖소,6,2005-02-24,경기 남부지소
안성시,브루셀라병,경기도 안성시 미양면 개정리,소-한우,2,2005-02-28,경기 남부지소
안성시,브루셀라병,경기도 안성시 삼죽면 미장리,소-한우,17,2005-03-10,경기 남부지소
안성시,브루셀라병,경기도 안성시 원곡면 지문리,소-한우,2,2005-03-10,경기 남부지소
안성시,브루셀라병,경기도 안성시 서운면 청용리,소-한우,6,2005-03-23,경기 남부지소
안성시,브루셀라병,경기도 안성시 서운면 청용리,소-한우,16,2005-03-24,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 장계리,소-젖소,10,2005-03-28,경기 남부지소
안성시,가금티프스,경기도 안성시 서운면 인리,닭-육계,1500,2005-03-30,경기 남부지소
안성시,브루셀라병,경기도 안성시 미양면 개정리,소-한우,1,2005-04-04,경기 남부지소
안성시,브루셀라병,경기도 안성시 죽산면 두현리,소-젖소,3,2005-04-26,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 두현리,소-젖소,2,2005-05-09,경기 남부지소
안성시,브루셀라병,경기도 안성시 일죽면 당촌리,소-한우,32,2005-05-13,경기 남부지소
안성시,브루셀라병,경기도 안성시 공도읍 중복리,소-한우,5,2005-05-30,경기 남부지소
안성시,브루셀라병,경기도 안성시 공도읍 승두리,소-한우,33,2005-06-01,경기 남부지소
안성시,브루셀라병,경기도 안성시 양성면 동항리,소-한우,2,2005-06-07,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 장계리,소-젖소,12,2005-06-16,경기 남부지소
안성시,브루셀라병,경기도 안성시 금광면 현곡리,소-한우,5,2005-06-22,경기 남부지소
안성시,브루셀라병,경기도 안성시 공도읍 중복리,소-한우,4,2005-07-06,경기 남부지소
안성시,브루셀라병,경기도 안성시 대덕면 소현리,소-한우,1,2005-07-12,경기 남부지소
안성시,브루셀라병,경기도 안성시 미양면 개정리,소-한우,1,2005-07-14,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 장계리,소-젖소,4,2005-08-29,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 장계리,소-젖소,3,2005-08-29,경기 남부지소
안성시,결핵병,경기도 안성시 일죽면 주천리,소-젖소,1,2005-09-22,경기 남부지소
안성시,결핵병,경기도 안성시 원곡면 성은리,소-젖소,23,2005-09-28,경기 남부지소
안성시,브루셀라병,경기도 안성시 일죽면 월정리,소-한우,2,2005-09-29,경기 남부지소
안성시,결핵병,경기도 안성시 금광면 내우리,소-육우,6,2005-10-06,경기 남부지소
안성시,결핵병,경기도 안성시 공도읍 양기리,소-젖소,1,2005-10-24,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 장계리,소-젖소,2,2005-11-17,경기 남부지소
안성시,결핵병,경기도 안성시 죽산면 장계리,소-젖소,12,2005-11-17,경기 남부지소
안성시,브루셀라병,경기도 안성시 삼죽면 미장리,소-한우,7,2005-11-18,경기 남부지소
안성시,결핵병,경기도 안성시 미양면 개정리,소-젖소,1,2005-11-21,경기 남부지소
