시군명,가축전염병명,농장소재지,축종명,감염두수,진단일자,병성감정기관명
가평군,뉴캣슬병,경기도 가평군 하면,닭,70,2000-05-23,동북부지소
가평군,결핵병,경기도 가평군 청평면 상천리,소,1,2002-10-10,동북부지소
가평군,결핵병,경기도 가평군 하면 현리,소-육우,5,2003-09-05,동북부지소
가평군,가금티프스,경기도 가평군 설악면 위곡리,닭-육계,2000,2003-11-10,동북부지소
가평군,가금티프스,경기도 가평군 설악면 송산리,닭-육계,8000,2003-11-24,동북부지소
가평군,가금티프스,경기도 가평군 설악면 가일리,닭-산란계,2000,2003-11-29,제일바이오
가평군,가금티프스,경기도 가평군 설악면 가일리,닭-산란계,2000,2003-11-29,제일바이오
가평군,뉴캣슬병,경기도 가평군 청평면 상천리,닭-육계,16000,2004-01-17,동북부지소
가평군,가금티프스,경기도 가평군 설악면 이천리,닭-육계,10000,2004-04-03,동북부지소
가평군,결핵병,경기도 가평군 설악면 회곡리,소-젖소,6,2004-06-03,동북부지소
가평군,가금티프스,경기도 가평군 설악면 송산리,닭-육계,24000,2004-07-21,조류질병과
가평군,가금티프스,경기도 가평군 설악면 가일리,닭-산란계,1000,2004-10-16,동북부지소
가평군,가금티프스,경기도 가평군 설악면 선촌리,닭-육계,5500,2004-11-17,동북부지소
가평군,돼지생식기호흡기증후군,경기도 가평군 가평읍 읍내리,돼지-육성돈,20,2005-03-23,동북부지소
가평군,돼지생식기호흡기증후군,경기도 가평군 가평읍 읍내리,돼지-육성돈,20,2005-03-23,동북부지소
가평군,결핵병,경기도 가평군 가평읍 읍내리,소-젖소,1,2005-04-21,동북부지소
가평군,브루셀라병,경기도 가평군 설악면 창의리,소-한우,1,2005-04-28,동북부지소
가평군,브루셀라병,경기도 가평군 설악면 선촌리,소-한우,2,2005-05-04,동북부지소
가평군,브루셀라병,경기도 가평군 설악면 창의리,소-한우,4,2005-05-16,동북부지소
가평군,결핵병,경기도 가평군 설악면 신천리,소-젖소,2,2005-06-03,동북부지소
가평군,결핵병,경기도 가평군 설악면 신천리,소-젖소,4,2005-06-03,동북부지소
가평군,브루셀라병,경기도 가평군 설악면 창의리,소-한우,3,2005-06-07,동북부지소
가평군,브루셀라병,경기도 가평군 설악면 창의리,소-한우,1,2005-06-07,동북부지소
가평군,브루셀라병,경기도 가평군 설악면 선촌리,소-한우,2,2005-08-29,동북부지소
가평군,결핵병,경기도 가평군 하면 현리,소-젖소,2,2005-10-13,동북부지소
가평군,결핵병,경기도 가평군 상면 태봉리,소-젖소,1,2005-10-14,동북부지소
가평군,결핵병,경기도 가평군 하면 현리,소-젖소,2,2005-12-16,동북부지소
가평군,결핵병,경기도 가평군 상면 태봉리,소-젖소,1,2005-12-16,동북부지소
가평군,브루셀라병,경기도 가평군 북면 목동리,소-한우,2,2005-12-21,동북부지소
가평군,브루셀라병,경기도 가평군 청평면 대성리,소-한우,1,2006-01-11,동북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-한우,4,2006-02-16,동북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-젖소,3,2006-04-06,동북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-젖소,2,2006-05-17,동북부지소
가평군,브루셀라병,경기도 가평군 설악면 선촌리,소-한우,2,2006-06-01,동북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-젖소,3,2006-08-01,동북부지소
가평군,브루셀라병,경기도 가평군 하면 현리,소-젖소,1,2006-08-07,동북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-젖소,2,2006-08-07,동북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-젖소,6,2006-08-07,동북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-젖소,6,2006-10-16,동북부지소
가평군,결핵병,경기도 가평군 상면,소-젖소,1,2006-10-20,동북부지소
가평군,결핵병,경기도 가평군 하면 현리,소-젖소,3,2006-10-20,동북부지소
가평군,브루셀라병,경기도 가평군 하면 현리,소-젖소,1,2006-10-20,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면 현리,소-젖소,9,2006-12-12,동북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-젖소,4,2006-12-15,동북부지소
가평군,결핵병,경기도 가평군 하면 현리,소-젖소,1,2007-01-05,동북부지소
가평군,브루셀라병,경기도 가평군 하면,소-한우,11,2007-05-14,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면,소-젖소,1,2007-05-16,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 가평읍 읍내리,소-한우,3,2007-06-04,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-젖소,5,2007-06-25,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-젖소,1,2007-06-25,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 가평읍 읍내리,소-한우,1,2007-07-12,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면,소-젖소,2,2007-07-18,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 설악면 신천리,소-젖소,3,2007-07-20,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 연하리,소-젖소,1,2007-07-23,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면,소-한우,6,2007-08-02,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-젖소,1,2007-08-02,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면 현리,소-젖소,1,2007-08-06,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면 상판리,소-젖소,2,2007-08-06,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면 현리,소-젖소,1,2007-08-06,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 연하리,소-한우,1,2007-08-16,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 태봉리,소-한우,3,2007-08-16,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 연하리,소-한우,8,2007-08-16,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 가평읍 읍내리,소-한우,4,2007-08-24,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 임초리,소-한우,3,2007-08-29,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면 현리,소-한우,1,2007-08-29,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면 현리,소-한우,1,2007-08-29,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면 현리,소-한우,2,2007-08-29,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면,소-젖소,2,2007-08-31,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면 현리,소-한우,1,2007-09-06,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 연하리,소-한우,1,2007-09-11,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 항사리,소-한우,1,2007-09-11,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면,소-한우,2,2007-09-21,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면 상판리,소-젖소,2,2007-10-01,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면 현리,소-젖소,1,2007-10-01,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면,소-한우,2,2007-11-01,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 항사리,소-한우,1,2007-12-06,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면,소-한우,12,2007-12-24,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면,소-한우,11,2008-02-15,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면,소-한우,16,2008-04-10,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 하면,소-한우,2,2008-06-02,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 북면 목동리,소-한우,1,2008-06-12,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 가평읍 대곡리,소-한우,1,2008-06-16,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 연하리,소-젖소,2,2008-11-12,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 연하리,소-젖소,3,2009-03-06,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 연하리,소-젖소,2,2009-06-26,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 연하리,소-젖소,1,2009-08-20,경기북부 북부지소
가평군,돼지생식기호흡기증후군,경기도 가평군 가평읍 두밀리,,3,2010-03-16,질병진단센터
가평군,돼지생식기호흡기증후군,경기도 가평군 가평읍 두밀리,,3,2010-03-16,질병진단센터
가평군,결핵병,경기도 가평군 청평면 하천리,사슴-엘크,5,2010-11-22,경기북부 북부지소
가평군,구제역,경기도 가평군 하면 신하리,소-육우,3,2010-12-20,해외전염병과
가평군,결핵병,경기도 가평군 청평면 상천리,사슴-꽃사슴,5,2011-12-09,경기북부 북부지소
가평군,브루셀라병,경기도 가평군 상면 행현리,소-한우,10,2011-12-13,경기북부 북부지소
가평군,결핵병,경기도 가평군 상면 행현리,소-한우,1,2013-08-26,경기도축산위생연구소
가평군,결핵병,경기도 가평군 상면 행현리,소-한우,1,2013-09-05,경기북부 북부지소
가평군,결핵병,경기도 가평군 상면 행현리,소-한우,2,2014-02-13,경기북부 북부지소
가평군,결핵병,경기도 가평군 가평읍 읍내리,소-한우,1,2014-03-25,경기도축산위생연구소
가평군,결핵병,경기도 가평군 가평읍 읍내리,소-한우,3,2014-03-31,경기북부 북부지소
가평군,결핵병,경기도 가평군 상면 율길리,소-젖소,1,2014-11-13,경기도북부축산위생연구소
가평군,결핵병,경기도 가평군 가평읍 산유리,소-한우,1,2015-05-07,경기도축산위생연구소
가평군,결핵병,경기도 가평군 가평읍 산유리,소-한우,1,2015-05-15,경기북부 북부지소
가평군,결핵병,경기도 가평군 가평읍 산유리,소-한우,1,2015-07-17,경기북부 북부지소
가평군,가금티프스,경기도 가평군 가평읍 대곡리,닭-육계,10,2015-08-10,경기북부 북부지소
가평군,결핵병,경기도 가평군 청평면 상천리,소-젖소,9,2015-10-15,경기북부 북부지소
가평군,결핵병,경기도 가평군 가평읍 산유리,소-한우,1,2016-04-11,경기북부 북부지소
가평군,결핵병,경기도 가평군 설악면 선촌리,소-한우,1,2016-06-27,경기북부 북부지소
가평군,결핵병,경기도 가평군 가평읍 하색리,소-한우,2,2016-08-11,경기북부 북부지소
가평군,결핵병,경기도 가평군 상면 행현리,소-한우,1,2016-10-26,경기도축산위생연구소
가평군,결핵병,경기도 가평군 상면 행현리,소-한우,1,2016-11-04,경기 북부 북부지소
가평군,결핵병,경기도 가평군 상면 행현리,소-한우,4,2016-11-25,경기 북부 북부지소
가평군,결핵병,경기도 가평군 상면 행현리,소-한우,2,2016-12-26,경기 북부 북부지소
가평군,결핵병,경기도 가평군 설악면 방일리,소-한우,1,2017-03-14,경기도 동물위생시험소
가평군,낭충봉아부패병,경기도 가평군 청평면 청평리,벌-재래종,1,2018-03-23,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 가일리,벌-재래종,1,2018-07-10,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,2,2018-07-11,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,1,2018-07-13,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 가평읍 금대리,벌-재래종,5,2018-07-18,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 가평읍 금대리,벌-재래종,1,2018-07-24,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 설곡리,벌-재래종,1,2018-08-09,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 가일리,벌-재래종,1,2018-08-14,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 가평읍 금대리,벌-재래종,10,2018-08-14,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 가일리,벌-재래종,2,2018-08-14,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 가평읍 금대리,벌-비분류,3,2018-08-22,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,3,2018-09-05,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,6,2018-09-05,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 가일리,벌-재래종,2,2018-09-10,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,3,2018-09-17,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 청평면 상천리,벌-재래종,8,2018-10-02,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,2,2018-10-11,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,2,2018-10-18,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,7,2018-10-24,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 방일리,벌-재래종,1,2018-11-05,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 이곡리,벌-재래종,1,2019-03-06,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 위곡리,벌-재래종,3,2019-04-12,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 위곡리,벌-재래종,8,2019-05-02,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 위곡리,벌-재래종,9,2019-05-13,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 가일리,벌-재래종,1,2019-05-13,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,1,2019-05-30,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 청평면 하천리,벌-재래종,1,2019-05-30,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,1,2019-05-30,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,6,2019-06-03,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,2,2019-06-03,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 창의리,벌-재래종,5,2019-06-24,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 이곡리,벌-재래종,1,2019-06-24,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 가일리,벌-재래종,3,2019-07-01,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 가일리,벌-재래종,2,2019-07-09,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 위곡리,벌-재래종,5,2019-07-12,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 설악면 신천리,벌-재래종,2,2019-07-12,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,6,2019-07-12,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 가평읍 금대리,벌-재래종,2,2019-07-18,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,4,2019-09-09,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 가평읍 두밀리,벌-재래종,2,2019-09-24,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 북면 도대리,벌-재래종,7,2019-09-25,경기 북부 북부지소
가평군,낭충봉아부패병,경기도 가평군 가평읍 두밀리,벌-재래종,4,2019-10-28,경기 북부 북부지소
가평군,결핵병,경기도 가평군 상면 행현리,소-한우,1,2020-11-03,경기도 동물위생시험소
가평군,결핵병,경기도 가평군 상면 행현리,소-한우,1,2020-11-13,경기 북부 북부지소
가평군,결핵병,경기도 가평군 청평면 상천리,소-육우,1,2021-02-24,경기도 동물위생시험소
가평군,결핵병,경기도 가평군 청평면 상천리,소-한우,2,2021-03-02,경기 북부 북부지소
가평군,결핵병,경기도 가평군 상면 율길리,소-젖소,13,2021-05-06,경기 북부 북부지소
가평군,결핵병,경기도 가평군 상면 율길리,소-젖소,1,2021-05-27,경기 북부 북부지소
가평군,결핵병,경기도 가평군 상면 율길리,소-젖소,1,2021-06-10,경기 북부 북부지소
가평군,결핵병,경기도 가평군 상면 율길리,소-젖소,13,2021-07-15,경기 북부 북부지소
가평군,결핵병,경기도 가평군 상면 율길리,사슴-기타,20,2021-07-22,경기 북부 북부지소
가평군,결핵병,경기도 가평군 상면 율길리,소-젖소,4,2021-09-16,경기 북부 북부지소
가평군,결핵병,경기도 가평군 북면 이곡리,소-한우,3,2021-10-06,경기 북부 북부지소
가평군,결핵병,경기도 가평군 북면 이곡리,소-한우,2,2021-10-15,경기 북부 북부지소
가평군,결핵병,경기도 가평군 북면 이곡리,소-한우,14,2021-12-16,경기 북부 북부지소
고양시,돼지오제스키병,경기도 고양시 일산동구 지영동,돼지,82,2001-05-16,경기 서부지소
고양시,결핵병,경기도 고양시 덕양구 대장동,소-젖소,3,2002-07-15,경기 서부지소
고양시,결핵병,경기도 고양시 덕양구 대장동,소-젖소,1,2002-09-26,경기 서부지소
고양시,결핵병,경기도 고양시 일산동구 설문동,소-젖소,9,2002-10-04,경기 서부지소
고양시,결핵병,경기도 고양시 일산동구 설문동,소-젖소,2,2002-12-12,경기 서부지소
고양시,결핵병,경기도 고양시 일산동구 설문동,소-육우,2,2002-12-26,경기 서부지소
고양시,결핵병,경기도 고양시 일산동구 설문동,소-육우,2,2003-02-28,경기 서부지소
고양시,결핵병,경기도 고양시 일산동구 설문동,소-육우,1,2003-05-09,경기 서부지소
고양시,결핵병,경기도 고양시 덕양구 도내동,소-젖소,1,2004-06-11,경기 서부지소
고양시,결핵병,경기도 고양시 덕양구 도내동,소-젖소,1,2004-06-11,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산구,소-한우,4,2004-06-21,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산구,소-한우,12,2004-06-24,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산구,소-한우,11,2004-09-02,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산구,소-한우,36,2004-10-25,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,2,2004-11-12,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,5,2005-02-03,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,4,2005-03-14,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,8,2005-03-14,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,6,2005-03-17,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,19,2005-03-24,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,27,2005-04-21,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,7,2005-04-21,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,17,2005-05-26,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,16,2005-05-26,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,54,2005-06-18,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,9,2005-07-04,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,16,2005-07-04,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,11,2005-07-22,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,13,2005-07-25,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,10,2005-08-19,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,8,2005-08-19,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,7,2005-08-26,경기 서부지소
고양시,결핵병,경기도 고양시 일산동구 문봉동,소-젖소,1,2005-09-01,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,2,2005-09-05,경기 서부지소
고양시,결핵병,경기도 고양시 덕양구 도내동,소-젖소,3,2005-09-08,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,5,2005-10-01,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,9,2005-10-01,경기 서부지소
고양시,결핵병,경기도 고양시 덕양구 도내동,소-젖소,3,2005-11-10,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,13,2005-11-11,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,3,2005-11-30,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,9,2005-12-23,경기 서부지소
고양시,결핵병,경기도 고양시 덕양구 도내동,소-젖소,1,2006-01-13,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,43,2006-02-06,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,48,2006-03-23,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산구,소-한우,3,2006-05-11,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-육우,2,2006-05-18,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-육우,10,2006-05-22,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,5,2006-05-25,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,66,2006-05-25,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산구 설문동,소-한우,5,2006-05-29,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산구,소-한우,3,2006-06-15,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산구 설문동,소-한우,1,2006-07-07,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,1,2006-07-07,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,36,2006-07-11,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산구 설문동,소-한우,2,2006-08-22,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산구,소-한우,4,2006-09-06,경기 서부지소
고양시,브루셀라병,경기도 고양시 일산서구 구산동,소-한우,49,2006-09-29,경기북부 북부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,4,2006-10-24,경기북부 북부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,4,2006-11-02,경기북부 북부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,8,2006-11-03,경기북부 북부지소
고양시,브루셀라병,경기도 고양시 일산동구 문봉동,소-젖소,2,2006-11-06,경기북부 북부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,2,2006-11-07,경기북부 북부지소
고양시,브루셀라병,경기도 고양시 덕양구 내유동,소-젖소,2,2006-11-08,경기북부 북부지소
고양시,브루셀라병,경기도 고양시 일산동구 중산동,소-젖소,22,2006-11-13,경기북부 북부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,4,2006-12-18,경기북부 북부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,1,2006-12-26,경기북부 북부지소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,4,2007-01-02,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 지영동,소-젖소,1,2007-02-05,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,10,2007-02-12,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,6,2007-02-24,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 사리현동,소-한우,1,2007-03-29,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,3,2007-04-16,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,56,2007-04-20,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,1,2007-06-07,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 관산동,소-젖소,1,2007-09-14,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 관산동,소-젖소,1,2007-09-14,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 일산동구 지영동,소-젖소,1,2007-11-29,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-한우,65,2007-12-04,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-젖소,1,2007-12-07,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-젖소,1,2007-12-07,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 현천동,소-젖소,1,2007-12-13,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,1,2007-12-17,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-젖소,1,2008-02-21,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-젖소,5,2008-02-21,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-젖소,7,2008-04-23,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 설문동,소-젖소,1,2008-06-02,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-젖소,1,2008-07-04,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-젖소,19,2008-07-04,경기도북부축산위생연구소
고양시,뉴캣슬병,경기도 고양시 덕양구 지축동,닭-기타,500,2008-07-08,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 신원동,사슴-엘크,6,2009-03-05,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 관산동,사슴-엘크,13,2009-03-12,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 신원동,사슴-꽃사슴,17,2009-03-19,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 신원동,사슴-꽃사슴,22,2009-06-18,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 신원동,사슴-엘크,18,2009-06-18,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 일산동구 설문동,소-한우,1,2009-12-08,인천 보건환경연구원
고양시,결핵병,경기도 고양시 일산동구 설문동,소-한우,10,2009-12-17,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 일산동구 설문동,소-한우,9,2010-03-15,경기도북부축산위생연구소
고양시,브루셀라병,경기도 고양시 일산동구 사리현동,소-젖소,4,2010-03-26,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-젖소,6,2010-04-23,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 일산동구 설문동,소-한우,5,2010-06-03,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 신원동,사슴-엘크,4,2010-07-22,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,사슴-엘크,7,2010-07-29,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 대자동,사슴-엘크,7,2010-09-09,경기도북부축산위생연구소
고양시,결핵병,경기도 고양시 덕양구 내유동,소-젖소,1,2010-10-01,경기도북부축산위생연구소
고양시,구제역,경기도 고양시 일산동구 중산동,소-한우,3,2010-12-19,해외전염병과
고양시,결핵병,경기도 고양시 덕양구 대자동,사슴,10,2011-06-09,경기도북부축산위생연구소
