"행정구역","2022년08월_계_총인구수","2022년08월_계_연령구간인구수","2022년08월_계_0~9세","2022년08월_계_10~19세","2022년08월_계_20~29세","2022년08월_계_30~39세","2022년08월_계_40~49세","2022년08월_계_50~59세","2022년08월_계_60~69세","2022년08월_계_70~79세","2022년08월_계_80~89세","2022년08월_계_90~99세","2022년08월_계_100세 이상","2022년08월_남_총인구수","2022년08월_남_연령구간인구수","2022년08월_남_0~9세","2022년08월_남_10~19세","2022년08월_남_20~29세","2022년08월_남_30~39세","2022년08월_남_40~49세","2022년08월_남_50~59세","2022년08월_남_60~69세","2022년08월_남_70~79세","2022년08월_남_80~89세","2022년08월_남_90~99세","2022년08월_남_100세 이상","2022년08월_여_총인구수","2022년08월_여_연령구간인구수","2022년08월_여_0~9세","2022년08월_여_10~19세","2022년08월_여_20~29세","2022년08월_여_30~39세","2022년08월_여_40~49세","2022년08월_여_50~59세","2022년08월_여_60~69세","2022년08월_여_70~79세","2022년08월_여_80~89세","2022년08월_여_90~99세","2022년08월_여_100세 이상"
"경상남도 의령군 정곡면(4872036000)","1,406","1,406","32","38","64","43","107","240","358","260","219","45","0","685","685","17","19","37","24","64","149","191","112","57","15","0","721","721","15","19","27","19","43","91","167","148","162","30","0"
"경상남도 의령군 지정면(4872037000)","1,820","1,820","32","49","80","70","128","305","507","349","262","38","0","922","922","18","27","50","36","77","168","286","174","79","7","0","898","898","14","22","30","34","51","137","221","175","183","31","0"
"경상남도 의령군 낙서면(4872038000)","724","724","14","22","24","26","45","98","207","151","117","19","1","344","344","6","16","15","15","30","55","109","63","32","3","0","380","380","8","6","9","11","15","43","98","88","85","16","1"
"경상남도 의령군 부림면(4872039000)","2,776","2,776","64","151","177","138","241","492","619","474","360","57","3","1,326","1,326","33","74","108","78","143","280","302","199","103","5","1","1,450","1,450","31","77","69","60","98","212","317","275","257","52","2"
"경상남도 의령군 봉수면(4872040000)","992","992","28","32","35","58","62","136","240","203","166","31","1","519","519","19","20","24","41","48","76","148","88","51","4","0","473","473","9","12","11","17","14","60","92","115","115","27","1"
"경상남도 의령군 궁류면(4872041500)","1,130","1,130","9","28","34","31","56","152","316","202","256","46","0","540","540","6","17","28","17","31","92","178","85","78","8","0","590","590","3","11","6","14","25","60","138","117","178","38","0"
"경상남도 의령군 유곡면(4872042000)","1,139","1,139","12","28","30","40","74","166","308","217","214","48","2","554","554","6","17","18","24","48","96","181","90","59","14","1","585","585","6","11","12","16","26","70","127","127","155","34","1"
"경상남도 함안군 (4873000000)","61,776","61,776","3,294","5,710","4,774","4,767","8,600","10,965","11,918","6,713","4,353","672","10","31,524","31,524","1,693","3,019","2,850","2,470","4,595","6,046","6,331","3,070","1,327","121","2","30,252","30,252","1,601","2,691","1,924","2,297","4,005","4,919","5,587","3,643","3,026","551","8"
"경상남도 함안군 가야읍(4873025000)","17,847","17,847","1,026","1,887","1,787","1,601","2,636","3,357","2,994","1,539","886","130","4","9,019","9,019","553","1,022","1,073","812","1,335","1,778","1,490","667","262","26","1","8,828","8,828","473","865","714","789","1,301","1,579","1,504","872","624","104","3"
"경상남도 함안군 칠원읍(4873025300)","18,813","18,813","1,552","2,637","1,459","1,656","3,617","3,194","2,681","1,295","611","107","4","9,559","9,559","778","1,358","833","783","1,819","1,734","1,418","620","193","22","1","9,254","9,254","774","1,279","626","873","1,798","1,460","1,263","675","418","85","3"
"경상남도 함안군 함안면(4873031000)","2,382","2,382","60","104","127","138","201","392","615","393","307","45","0","1,205","1,205","27","50","83","71","118","217","340","183","107","9","0","1,177","1,177","33","54","44","67","83","175","275","210","200","36","0"
"경상남도 함안군 군북면(4873032000)","5,920","5,920","250","269","414","474","523","941","1,394","860","692","103","0","3,105","3,105","126","145","275","285","327","569","758","402","200","18","0","2,815","2,815","124","124","139","189","196","372","636","458","492","85","0"
"경상남도 함안군 법수면(4873033000)","2,791","2,791","56","77","127","124","249","513","769","469","362","44","1","1,434","1,434","30","45","80","77","168","304","411","202","109","8","0","1,357","1,357","26","32","47","47","81","209","358","267","253","36","1"
"경상남도 함안군 대산면(4873034000)","3,318","3,318","44","124","165","137","251","553","835","653","465","91","0","1,673","1,673","24","73","103","87","155","324","460","288","144","15","0","1,645","1,645","20","51","62","50","96","229","375","365","321","76","0"
"경상남도 함안군 칠서면(4873035000)","5,217","5,217","220","415","385","366","683","1,051","1,032","616","388","60","1","2,733","2,733","111","224","213","205","393","599","579","284","116","9","0","2,484","2,484","109","191","172","161","290","452","453","332","272","51","1"
"경상남도 함안군 칠북면(4873036000)","1,886","1,886","18","51","92","80","142","315","538","344","281","25","0","976","976","8","25","53","48","95","194","295","159","94","5","0","910","910","10","26","39","32","47","121","243","185","187","20","0"
"경상남도 함안군 산인면(4873038000)","2,708","2,708","56","122","177","156","240","502","763","386","259","47","0","1,356","1,356","31","61","114","83","143","245","416","186","70","7","0","1,352","1,352","25","61","63","73","97","257","347","200","189","40","0"
"경상남도 함안군 여항면(4873039000)","894","894","12","24","41","35","58","147","297","158","102","20","0","464","464","5","16","23","19","42","82","164","79","32","2","0","430","430","7","8","18","16","16","65","133","79","70","18","0"
"경상남도 창녕군 (4874000000)","59,051","59,051","2,637","3,956","4,022","4,368","6,692","10,365","12,957","8,032","5,250","758","14","29,490","29,490","1,357","2,103","2,377","2,423","3,706","5,612","6,568","3,616","1,590","137","1","29,561","29,561","1,280","1,853","1,645","1,945","2,986","4,753","6,389","4,416","3,660","621","13"
"경상남도 창녕군 창녕읍(4874025000)","16,322","16,322","1,106","1,453","1,477","1,657","2,253","2,824","2,866","1,602","940","144","0","8,107","8,107","575","744","837","862","1,184","1,467","1,398","715","295","30","0","8,215","8,215","531","709","640","795","1,069","1,357","1,468","887","645","114","0"
"경상남도 창녕군 남지읍(4874025300)","11,899","11,899","789","996","794","986","1,702","2,065","2,360","1,331","751","122","3","5,976","5,976","404","542","454","523","928","1,128","1,163","580","226","27","1","5,923","5,923","385","454","340","463","774","937","1,197","751","525","95","2"
"경상남도 창녕군 고암면(4874031000)","1,835","1,835","53","84","87","91","110","313","440","339","274","43","1","913","913","24","46","51","45","65","177","254","152","89","10","0","922","922","29","38","36","46","45","136","186","187","185","33","1"
"경상남도 창녕군 성산면(4874032000)","1,608","1,608","37","35","78","86","114","283","446","277","217","35","0","771","771","14","23","48","47","69","144","235","128","58","5","0","837","837","23","12","30","39","45","139","211","149","159","30","0"
"경상남도 창녕군 대합면(4874033000)","3,748","3,748","82","157","220","219","334","690","878","633","473","62","0","1,942","1,942","40","102","154","129","208","419","455","276","148","11","0","1,806","1,806","42","55","66","90","126","271","423","357","325","51","0"
"경상남도 창녕군 이방면(4874034000)","2,441","2,441","49","264","106","114","176","357","590","420","332","32","1","1,161","1,161","28","105","62","72","107","193","294","197","97","6","0","1,280","1,280","21","159","44","42","69","164","296","223","235","26","1"
"경상남도 창녕군 유어면(4874035000)","1,730","1,730","40","48","74","86","129","257","439","366","252","38","1","849","849","25","24","42","59","80","156","222","160","73","8","0","881","881","15","24","32","27","49","101","217","206","179","30","1"
"경상남도 창녕군 대지면(4874036000)","2,441","2,441","98","189","145","166","274","419","506","355","250","35","4","1,270","1,270","50","125","88","92","160","252","260","157","81","5","0","1,171","1,171","48","64","57","74","114","167","246","198","169","30","4"
"경상남도 창녕군 계성면(4874037000)","2,279","2,279","50","65","132","132","199","437","536","396","291","39","2","1,152","1,152","27","29","92","89","119","243","285","171","94","3","0","1,127","1,127","23","36","40","43","80","194","251","225","197","36","2"
"경상남도 창녕군 영산면(4874038000)","5,211","5,211","136","318","401","339","575","995","1,235","729","428","54","1","2,614","2,614","68","169","240","207","317","517","634","323","130","9","0","2,597","2,597","68","149","161","132","258","478","601","406","298","45","1"
"경상남도 창녕군 장마면(4874039000)","1,840","1,840","31","55","91","91","147","298","467","355","268","37","0","909","909","18","36","60","50","96","163","240","164","74","8","0","931","931","13","19","31","41","51","135","227","191","194","29","0"
"경상남도 창녕군 도천면(4874040000)","2,699","2,699","77","126","161","153","259","503","714","400","271","35","0","1,354","1,354","43","70","90","98","142","266","375","185","80","5","0","1,345","1,345","34","56","71","55","117","237","339","215","191","30","0"
"경상남도 창녕군 길곡면(4874041000)","1,482","1,482","20","50","61","62","124","273","438","269","157","28","0","742","742","12","26","43","38","77","131","231","141","41","2","0","740","740","8","24","18","24","47","142","207","128","116","26","0"
"경상남도 창녕군 부곡면(4874042000)","3,516","3,516","69","116","195","186","296","651","1,042","560","346","54","1","1,730","1,730","29","62","116","112","154","356","522","267","104","8","0","1,786","1,786","40","54","79","74","142","295","520","293","242","46","1"
"경상남도 고성군 (4882000000)","49,994","49,994","2,072","3,972","3,458","3,226","5,886","8,808","10,455","6,857","4,491","758","11","25,112","25,112","1,036","2,170","2,033","1,783","3,213","4,893","5,276","3,154","1,421","132","1","24,882","24,882","1,036","1,802","1,425","1,443","2,673","3,915","5,179","3,703","3,070","626","10"
"경상남도 고성군 고성읍(4882025000)","23,727","23,727","1,491","2,612","2,097","1,987","3,550","4,289","4,006","2,313","1,201","178","3","11,876","11,876","757","1,441","1,228","1,017","1,819","2,281","1,905","1,026","372","29","1","11,851","11,851","734","1,171","869","970","1,731","2,008","2,101","1,287","829","149","2"
"경상남도 고성군 삼산면(4882031000)","1,763","1,763","29","82","69","79","160","281","480","338","212","33","0","917","917","14","51","48","55","94","164","256","162","68","5","0","846","846","15","31","21","24","66","117","224","176","144","28","0"
"경상남도 고성군 하일면(4882032000)","1,795","1,795","26","99","75","70","123","279","438","401","244","40","0","877","877","15","47","45","39","80","164","217","183","79","8","0","918","918","11","52","30","31","43","115","221","218","165","32","0"
"경상남도 고성군 하이면(4882033000)","2,619","2,619","86","166","185","157","274","442","619","399","246","44","1","1,349","1,349","42","87","116","92","160","233","325","194","92","8","0","1,270","1,270","44","79","69","65","114","209","294","205","154","36","1"
"경상남도 고성군 상리면(4882034000)","1,571","1,571","17","53","65","71","115","268","407","295","238","41","1","776","776","9","31","39","41","68","145","215","138","80","10","0","795","795","8","22","26","30","47","123","192","157","158","31","1"
"경상남도 고성군 대가면(4882035000)","1,625","1,625","27","57","61","54","122","266","461","279","234","64","0","835","835","15","29","32","37","71","164","260","134","75","18","0","790","790","12","28","29","17","51","102","201","145","159","46","0"
"경상남도 고성군 영현면(4882036000)","861","861","11","25","36","34","48","110","223","186","165","22","1","393","393","6","12","18","20","25","63","113","84","49","3","0","468","468","5","13","18","14","23","47","110","102","116","19","1"
"경상남도 고성군 영오면(4882037000)","1,381","1,381","41","50","79","66","101","238","334","227","201","43","1","686","686","15","28","53","40","63","136","178","103","64","6","0","695","695","26","22","26","26","38","102","156","124","137","37","1"
"경상남도 고성군 개천면(4882038000)","1,086","1,086","19","61","45","35","73","149","302","179","183","39","1","534","534","8","35","25","23","49","86","153","89","58","8","0","552","552","11","26","20","12","24","63","149","90","125","31","1"
"경상남도 고성군 구만면(4882039000)","1,039","1,039","26","28","49","43","62","171","270","203","154","32","1","527","527","10","16","28","27","40","106","159","86","49","6","0","512","512","16","12","21","16","22","65","111","117","105","26","1"
"경상남도 고성군 회화면(4882040000)","3,511","3,511","127","303","214","202","358","617","802","529","311","48","0","1,721","1,721","59","158","111","111","187","331","398","261","99","6","0","1,790","1,790","68","145","103","91","171","286","404","268","212","42","0"
"경상남도 고성군 마암면(4882041000)","1,727","1,727","15","43","69","61","152","328","424","337","249","48","1","856","856","7","20","43","41","88","189","230","150","81","7","0","871","871","8","23","26","20","64","139","194","187","168","41","1"
"경상남도 고성군 동해면(4882042000)","3,037","3,037","49","132","155","138","243","565","762","540","392","61","0","1,567","1,567","20","76","86","87","173","346","401","258","113","7","0","1,470","1,470","29","56","69","51","70","219","361","282","279","54","0"
"경상남도 고성군 거류면(4882043000)","4,252","4,252","108","261","259","229","505","805","927","631","461","65","1","2,198","2,198","59","139","161","153","296","485","466","286","142","11","0","2,054","2,054","49","122","98","76","209","320","461","345","319","54","1"
"경상남도 남해군 (4884000000)","41,919","41,919","1,464","2,742","2,856","2,276","4,263","6,920","8,767","6,607","5,026","984","14","20,353","20,353","758","1,511","1,785","1,194","2,244","3,776","4,378","2,974","1,545","188","0","21,566","21,566","706","1,231","1,071","1,082","2,019","3,144","4,389","3,633","3,481","796","14"
