"행정구역","2022년08월_계_총인구수","2022년08월_계_연령구간인구수","2022년08월_계_0~9세","2022년08월_계_10~19세","2022년08월_계_20~29세","2022년08월_계_30~39세","2022년08월_계_40~49세","2022년08월_계_50~59세","2022년08월_계_60~69세","2022년08월_계_70~79세","2022년08월_계_80~89세","2022년08월_계_90~99세","2022년08월_계_100세 이상","2022년08월_남_총인구수","2022년08월_남_연령구간인구수","2022년08월_남_0~9세","2022년08월_남_10~19세","2022년08월_남_20~29세","2022년08월_남_30~39세","2022년08월_남_40~49세","2022년08월_남_50~59세","2022년08월_남_60~69세","2022년08월_남_70~79세","2022년08월_남_80~89세","2022년08월_남_90~99세","2022년08월_남_100세 이상","2022년08월_여_총인구수","2022년08월_여_연령구간인구수","2022년08월_여_0~9세","2022년08월_여_10~19세","2022년08월_여_20~29세","2022년08월_여_30~39세","2022년08월_여_40~49세","2022년08월_여_50~59세","2022년08월_여_60~69세","2022년08월_여_70~79세","2022년08월_여_80~89세","2022년08월_여_90~99세","2022년08월_여_100세 이상"
"경기도 고양시 (4128000000)","1,077,198","1,077,198","75,111","100,951","142,735","142,691","174,174","198,139","137,938","62,785","37,057","5,449","168","526,156","526,156","38,148","51,589","72,727","71,062","84,655","96,668","69,110","27,272","13,439","1,441","45","551,042","551,042","36,963","49,362","70,008","71,629","89,519","101,471","68,828","35,513","23,618","4,008","123"
"경기도 고양시 덕양구 (4128100000)","485,763","485,763","36,141","41,143","60,954","69,837","78,098","84,580","64,403","31,201","17,001","2,330","75","239,265","239,265","18,382","21,012","31,206","35,080","39,222","41,886","31,962","13,677","6,236","582","20","246,498","246,498","17,759","20,131","29,748","34,757","38,876","42,694","32,441","17,524","10,765","1,748","55"
"경기도 고양시 덕양구 주교동(4128151000)","12,212","12,212","397","881","1,606","1,265","1,629","2,599","2,179","1,027","542","83","4","6,301","6,301","213","494","879","723","849","1,358","1,118","464","182","19","2","5,911","5,911","184","387","727","542","780","1,241","1,061","563","360","64","2"
"경기도 고양시 덕양구 원신동(4128152000)","23,466","23,466","2,708","2,263","2,017","3,481","4,485","3,294","3,115","1,413","592","97","1","11,219","11,219","1,338","1,080","1,059","1,587","2,271","1,558","1,431","643","232","20","0","12,247","12,247","1,370","1,183","958","1,894","2,214","1,736","1,684","770","360","77","1"
"경기도 고양시 덕양구 흥도동(4128153000)","29,581","29,581","3,152","3,342","2,991","4,204","6,374","4,090","3,164","1,497","669","95","3","14,515","14,515","1,585","1,688","1,457","1,967","3,256","2,060","1,518","699","262","22","1","15,066","15,066","1,567","1,654","1,534","2,237","3,118","2,030","1,646","798","407","73","2"
"경기도 고양시 덕양구 성사1동(4128154000)","21,879","21,879","1,164","1,743","2,908","2,600","3,257","4,263","3,320","1,600","885","137","2","10,905","10,905","598","928","1,525","1,377","1,672","2,183","1,622","655","318","27","0","10,974","10,974","566","815","1,383","1,223","1,585","2,080","1,698","945","567","110","2"
"경기도 고양시 덕양구 성사2동(4128155000)","11,117","11,117","523","931","1,392","1,273","1,547","2,089","1,757","919","608","75","3","5,387","5,387","268","482","737","681","724","994","844","407","229","20","1","5,730","5,730","255","449","655","592","823","1,095","913","512","379","55","2"
"경기도 고양시 덕양구 효자동(4128156000)","17,894","17,894","2,271","1,386","1,966","3,492","3,191","2,344","1,862","910","406","63","3","8,740","8,740","1,127","658","923","1,653","1,670","1,167","958","424","147","12","1","9,154","9,154","1,144","728","1,043","1,839","1,521","1,177","904","486","259","51","2"
"경기도 고양시 덕양구 삼송1동(4128157600)","19,634","19,634","1,825","1,391","2,659","3,921","3,303","2,771","2,155","1,059","494","53","3","9,439","9,439","910","697","1,188","1,861","1,697","1,313","1,063","501","199","9","1","10,195","10,195","915","694","1,471","2,060","1,606","1,458","1,092","558","295","44","2"
"경기도 고양시 덕양구 삼송2동(4128157700)","28,315","28,315","2,697","1,663","3,692","5,782","4,362","4,094","3,218","1,866","841","100","0","13,232","13,232","1,334","860","1,638","2,804","2,194","1,813","1,461","795","309","24","0","15,083","15,083","1,363","803","2,054","2,978","2,168","2,281","1,757","1,071","532","76","0"
"경기도 고양시 덕양구 창릉동(4128158000)","24,063","24,063","2,783","1,781","2,461","5,584","4,260","3,082","2,448","1,093","493","75","3","11,915","11,915","1,408","932","1,140","2,772","2,213","1,544","1,164","513","204","25","0","12,148","12,148","1,375","849","1,321","2,812","2,047","1,538","1,284","580","289","50","3"
"경기도 고양시 덕양구 고양동(4128159000)","29,404","29,404","1,823","2,994","3,432","2,917","4,819","5,257","4,285","2,473","1,256","140","8","14,743","14,743","907","1,560","1,854","1,531","2,415","2,763","2,073","1,114","479","45","2","14,661","14,661","916","1,434","1,578","1,386","2,404","2,494","2,212","1,359","777","95","6"
"경기도 고양시 덕양구 관산동(4128160000)","36,248","36,248","1,799","2,687","4,047","3,788","5,326","7,055","6,457","3,243","1,618","217","11","18,356","18,356","927","1,388","2,207","2,062","2,812","3,632","3,182","1,468","640","37","1","17,892","17,892","872","1,299","1,840","1,726","2,514","3,423","3,275","1,775","978","180","10"
"경기도 고양시 덕양구 능곡동(4128161000)","15,146","15,146","774","1,128","1,998","1,768","2,099","3,044","2,509","1,133","608","83","2","7,776","7,776","424","599","1,093","975","1,038","1,528","1,334","527","242","16","0","7,370","7,370","350","529","905","793","1,061","1,516","1,175","606","366","67","2"
"경기도 고양시 덕양구 화정1동(4128162100)","36,979","36,979","1,675","3,350","5,777","4,377","5,177","7,376","4,865","2,441","1,710","220","11","17,927","17,927","887","1,720","2,914","2,230","2,411","3,566","2,491","984","646","74","4","19,052","19,052","788","1,630","2,863","2,147","2,766","3,810","2,374","1,457","1,064","146","7"
"경기도 고양시 덕양구 화정2동(4128162200)","32,118","32,118","2,169","3,468","4,302","4,167","5,557","5,980","3,450","1,710","1,164","149","2","15,568","15,568","1,094","1,795","2,184","2,097","2,552","2,930","1,783","683","396","54","0","16,550","16,550","1,075","1,673","2,118","2,070","3,005","3,050","1,667","1,027","768","95","2"
"경기도 고양시 덕양구 행주동(4128163000)","18,520","18,520","645","1,060","2,705","2,340","2,414","3,804","3,179","1,451","795","125","2","9,724","9,724","337","549","1,505","1,337","1,338","2,061","1,657","638","278","24","0","8,796","8,796","308","511","1,200","1,003","1,076","1,743","1,522","813","517","101","2"
"경기도 고양시 덕양구 행신1동(4128164000)","21,453","21,453","1,199","1,848","2,800","2,749","3,209","4,199","3,140","1,371","811","124","3","10,447","10,447","647","911","1,433","1,417","1,558","2,046","1,561","557","287","29","1","11,006","11,006","552","937","1,367","1,332","1,651","2,153","1,579","814","524","95","2"
"경기도 고양시 덕양구 행신2동(4128165000)","31,240","31,240","2,064","2,524","4,497","4,935","4,505","5,774","3,873","1,780","1,132","151","5","15,296","15,296","1,045","1,282","2,362","2,501","2,209","2,750","1,987","732","384","43","1","15,944","15,944","1,019","1,242","2,135","2,434","2,296","3,024","1,886","1,048","748","108","4"
"경기도 고양시 덕양구 행신3동(4128165500)","23,753","23,753","1,314","2,347","3,534","2,792","3,437","5,074","2,907","1,322","897","129","0","11,304","11,304","697","1,166","1,807","1,317","1,584","2,334","1,495","555","308","41","0","12,449","12,449","617","1,181","1,727","1,475","1,853","2,740","1,412","767","589","88","0"
"경기도 고양시 덕양구 행신4동(4128165600)","20,537","20,537","887","2,051","2,933","2,199","3,117","4,125","3,039","1,317","751","115","3","10,230","10,230","448","1,057","1,612","1,197","1,528","2,102","1,492","553","219","20","2","10,307","10,307","439","994","1,321","1,002","1,589","2,023","1,547","764","532","95","1"
"경기도 고양시 덕양구 화전동(4128166000)","27,921","27,921","3,863","2,004","2,672","5,550","5,361","3,635","2,878","1,272","594","87","5","13,935","13,935","1,981","1,013","1,360","2,665","2,864","1,808","1,388","619","215","19","3","13,986","13,986","1,882","991","1,312","2,885","2,497","1,827","1,490","653","379","68","2"
"경기도 고양시 덕양구 대덕동(4128167000)","4,283","4,283","409","301","565","653","669","631","603","304","135","12","1","2,306","2,306","207","153","329","326","367","376","340","146","60","2","0","1,977","1,977","202","148","236","327","302","255","263","158","75","10","1"
"경기도 고양시 일산동구 (4128500000)","298,492","298,492","19,320","28,381","42,239","38,218","48,547","56,994","37,691","15,735","9,769","1,551","47","144,991","144,991","9,839","14,545","21,234","18,899","23,028","27,602","19,057","6,867","3,490","413","17","153,501","153,501","9,481","13,836","21,005","19,319","25,519","29,392","18,634","8,868","6,279","1,138","30"
"경기도 고양시 일산동구 식사동(4128551000)","40,611","40,611","3,956","5,288","5,185","4,660","7,832","7,359","3,923","1,466","815","125","2","19,746","19,746","2,041","2,693","2,579","2,147","3,649","3,653","2,037","627","289","31","0","20,865","20,865","1,915","2,595","2,606","2,513","4,183","3,706","1,886","839","526","94","2"
"경기도 고양시 일산동구 중산1동(4128552500)","21,393","21,393","984","1,722","3,122","2,346","2,753","4,396","3,459","1,410","1,013","186","2","10,365","10,365","484","911","1,658","1,195","1,325","2,015","1,774","600","344","58","1","11,028","11,028","500","811","1,464","1,151","1,428","2,381","1,685","810","669","128","1"
"경기도 고양시 일산동구 중산2동(4128552600)","24,444","24,444","2,046","2,371","3,187","2,920","3,987","4,639","3,086","1,293","793","121","1","11,712","11,712","1,041","1,213","1,666","1,430","1,902","2,128","1,459","566","279","28","0","12,732","12,732","1,005","1,158","1,521","1,490","2,085","2,511","1,627","727","514","93","1"
"경기도 고양시 일산동구 정발산동(4128553000)","22,968","22,968","1,161","1,957","3,548","2,948","3,213","4,426","3,292","1,473","826","122","2","11,086","11,086","603","999","1,824","1,527","1,478","2,077","1,588","656","304","29","1","11,882","11,882","558","958","1,724","1,421","1,735","2,349","1,704","817","522","93","1"
"경기도 고양시 일산동구 풍산동(4128554000)","37,978","37,978","2,790","4,163","5,110","4,357","6,276","7,018","4,831","2,052","1,187","187","7","18,269","18,269","1,413","2,136","2,604","2,126","2,946","3,329","2,358","860","440","55","2","19,709","19,709","1,377","2,027","2,506","2,231","3,330","3,689","2,473","1,192","747","132","5"
"경기도 고양시 일산동구 백석1동(4128555100)","29,909","29,909","1,846","2,540","4,443","4,469","4,628","5,735","3,760","1,513","852","120","3","14,222","14,222","925","1,303","2,140","2,181","2,223","2,620","1,844","627","325","33","1","15,687","15,687","921","1,237","2,303","2,288","2,405","3,115","1,916","886","527","87","2"
"경기도 고양시 일산동구 백석2동(4128555200)","20,560","20,560","800","1,229","3,278","3,304","3,371","3,970","2,588","1,166","743","107","4","9,881","9,881","396","635","1,515","1,605","1,626","2,012","1,317","509","237","28","1","10,679","10,679","404","594","1,763","1,699","1,745","1,958","1,271","657","506","79","3"
"경기도 고양시 일산동구 마두1동(4128556000)","23,616","23,616","1,225","3,118","3,500","2,217","3,753","4,781","2,957","1,164","769","128","4","11,330","11,330","611","1,585","1,774","1,061","1,624","2,344","1,518","510","270","32","1","12,286","12,286","614","1,533","1,726","1,156","2,129","2,437","1,439","654","499","96","3"
"경기도 고양시 일산동구 마두2동(4128557000)","15,887","15,887","1,007","2,109","2,092","1,461","2,715","3,114","1,773","796","714","102","4","7,468","7,468","518","1,073","1,037","654","1,181","1,495","896","330","242","40","2","8,419","8,419","489","1,036","1,055","807","1,534","1,619","877","466","472","62","2"
"경기도 고양시 일산동구 장항1동(4128558000)","11,220","11,220","1,301","970","1,254","1,701","2,159","1,920","1,233","472","182","26","2","5,688","5,688","678","504","651","787","1,088","991","664","252","70","3","0","5,532","5,532","623","466","603","914","1,071","929","569","220","112","23","2"
"경기도 고양시 일산동구 장항2동(4128559000)","26,907","26,907","911","1,469","4,775","4,931","4,546","5,087","2,892","1,257","902","129","8","13,147","13,147","477","707","2,185","2,559","2,206","2,557","1,524","532","350","45","5","13,760","13,760","434","762","2,590","2,372","2,340","2,530","1,368","725","552","84","3"
"경기도 고양시 일산동구 고봉동(4128560000)","22,999","22,999","1,293","1,445","2,745","2,904","3,314","4,549","3,897","1,673","973","198","8","12,077","12,077","652","786","1,601","1,627","1,780","2,381","2,078","798","340","31","3","10,922","10,922","641","659","1,144","1,277","1,534","2,168","1,819","875","633","167","5"
"경기도 고양시 일산서구 (4128700000)","292,943","292,943","19,650","31,427","39,542","34,636","47,529","56,565","35,844","15,849","10,287","1,568","46","141,900","141,900","9,927","16,032","20,287","17,083","22,405","27,180","18,091","6,728","3,713","446","8","151,043","151,043","9,723","15,395","19,255","17,553","25,124","29,385","17,753","9,121","6,574","1,122","38"
"경기도 고양시 일산서구 일산1동(4128751000)","26,523","26,523","1,654","2,464","3,690","3,052","3,913","5,147","3,695","1,716","1,042","145","5","12,783","12,783","849","1,234","1,899","1,509","1,889","2,413","1,809","735","404","42","0","13,740","13,740","805","1,230","1,791","1,543","2,024","2,734","1,886","981","638","103","5"
"경기도 고양시 일산서구 일산2동(4128752000)","17,989","17,989","771","1,321","2,482","1,856","2,261","4,043","3,121","1,246","768","116","4","8,909","8,909","377","677","1,338","939","1,117","2,012","1,621","525","271","32","0","9,080","9,080","394","644","1,144","917","1,144","2,031","1,500","721","497","84","4"
"경기도 고양시 일산서구 일산3동(4128753000)","34,509","34,509","2,333","5,425","4,306","3,405","6,545","6,538","3,549","1,378","873","153","4","16,672","16,672","1,214","2,776","2,231","1,658","2,876","3,130","1,866","577","309","34","1","17,837","17,837","1,119","2,649","2,075","1,747","3,669","3,408","1,683","801","564","119","3"
"경기도 고양시 일산서구 탄현1동(4128754500)","30,971","30,971","2,296","2,974","4,621","4,040","4,894","6,337","3,312","1,341","980","172","4","15,191","15,191","1,192","1,509","2,372","2,036","2,369","3,076","1,726","539","323","49","0","15,780","15,780","1,104","1,465","2,249","2,004","2,525","3,261","1,586","802","657","123","4"
"경기도 고양시 일산서구 탄현2동(4128754600)","19,634","19,634","1,802","2,224","2,304","2,613","3,526","3,392","2,123","977","587","83","3","9,468","9,468","904","1,138","1,173","1,257","1,691","1,624","1,031","407","219","23","1","10,166","10,166","898","1,086","1,131","1,356","1,835","1,768","1,092","570","368","60","2"
"경기도 고양시 일산서구 주엽1동(4128755000)","27,486","27,486","1,561","3,001","3,554","3,239","4,295","5,088","3,437","1,685","1,418","200","8","12,876","12,876","785","1,535","1,799","1,559","1,935","2,349","1,662","684","492","74","2","14,610","14,610","776","1,466","1,755","1,680","2,360","2,739","1,775","1,001","926","126","6"
"경기도 고양시 일산서구 주엽2동(4128756000)","28,177","28,177","1,758","2,999","3,447","3,245","4,409","5,093","3,607","1,872","1,506","236","5","13,185","13,185","907","1,506","1,710","1,593","2,024","2,337","1,782","716","527","82","1","14,992","14,992","851","1,493","1,737","1,652","2,385","2,756","1,825","1,156","979","154","4"
"경기도 고양시 일산서구 대화동(4128757000)","35,717","35,717","2,110","2,793","5,885","5,272","5,292","6,748","4,477","1,895","1,090","149","6","17,371","17,371","1,059","1,458","2,913","2,691","2,585","3,170","2,236","851","369","38","1","18,346","18,346","1,051","1,335","2,972","2,581","2,707","3,578","2,241","1,044","721","111","5"
"경기도 고양시 일산서구 송포동(4128758000)","21,118","21,118","1,507","2,086","2,794","2,701","3,399","4,139","2,597","1,132","653","108","2","10,415","10,415","726","1,085","1,513","1,317","1,615","1,998","1,334","520","279","26","2","10,703","10,703","781","1,001","1,281","1,384","1,784","2,141","1,263","612","374","82","0"
"경기도 고양시 일산서구 덕이동(4128760000)","31,465","31,465","2,584","3,726","3,942","3,467","5,681","6,055","3,640","1,462","780","123","5","15,435","15,435","1,296","1,891","1,996","1,673","2,759","2,989","1,849","670","290","22","0","16,030","16,030","1,288","1,835","1,946","1,794","2,922","3,066","1,791","792","490","101","5"
"경기도 고양시 일산서구 가좌동(4128761000)","19,354","19,354","1,274","2,414","2,517","1,746","3,314","3,985","2,286","1,145","590","83","0","9,595","9,595","618","1,223","1,343","851","1,545","2,082","1,175","504","230","24","0","9,759","9,759","656","1,191","1,174","895","1,769","1,903","1,111","641","360","59","0"
"경기도 과천시 (4129000000)","78,657","78,657","7,263","7,416","10,051","11,755","11,888","13,222","10,026","4,316","2,272","435","13","38,666","38,666","3,766","3,801","5,209","5,841","5,829","6,353","4,933","1,956","860","115","3","39,991","39,991","3,497","3,615","4,842","5,914","6,059","6,869","5,093","2,360","1,412","320","10"
"경기도 과천시 중앙동(4129051000)","10,802","10,802","812","896","1,474","1,431","1,406","1,937","1,707","665","388","80","6","5,239","5,239","429","442","772","705","663","892","852","317","147","18","2","5,563","5,563","383","454","702","726","743","1,045","855","348","241","62","4"
"경기도 과천시 갈현동(4129052000)","19,924","19,924","2,500","2,400","2,192","2,926","3,570","3,101","1,910","787","464","73","1","9,698","9,698","1,302","1,185","1,117","1,328","1,744","1,548","948","325","178","23","0","10,226","10,226","1,198","1,215","1,075","1,598","1,826","1,553","962","462","286","50","1"
"경기도 과천시 별양동(4129053000)","16,662","16,662","1,460","1,599","2,228","2,368","2,444","2,917","2,240","835","469","100","2","8,104","8,104","728","830","1,140","1,162","1,166","1,372","1,107","403","163","32","1","8,558","8,558","732","769","1,088","1,206","1,278","1,545","1,133","432","306","68","1"
"경기도 과천시 부림동(4129054000)","14,871","14,871","1,453","1,277","1,945","2,494","2,112","2,527","1,803","770","406","82","2","7,320","7,320","782","661","1,001","1,240","1,029","1,200","894","337","154","22","0","7,551","7,551","671","616","944","1,254","1,083","1,327","909","433","252","60","2"
"경기도 과천시 과천동(4129055000)","9,095","9,095","569","532","1,180","1,581","1,287","1,468","1,444","690","289","55","0","4,736","4,736","277","299","652","893","709","727","704","331","133","11","0","4,359","4,359","292","233","528","688","578","741","740","359","156","44","0"
"경기도 과천시 문원동(4129056000)","7,303","7,303","469","712","1,032","955","1,069","1,272","922","569","256","45","2","3,569","3,569","248","384","527","513","518","614","428","243","85","9","0","3,734","3,734","221","328","505","442","551","658","494","326","171","36","2"
"경기도 구리시 (4131000000)","189,960","189,960","13,145","17,044","24,895","24,555","30,907","34,617","26,590","12,019","5,477","694","17","94,045","94,045","6,808","8,737","12,762","12,402","15,470","16,910","13,274","5,409","2,082","187","4","95,915","95,915","6,337","8,307","12,133","12,153","15,437","17,707","13,316","6,610","3,395","507","13"
"경기도 구리시 갈매동(4131051000)","30,262","30,262","4,041","2,553","2,875","4,894","6,282","4,053","3,508","1,520","457","77","2","14,936","14,936","2,095","1,263","1,438","2,279","3,330","1,939","1,664","742","170","16","0","15,326","15,326","1,946","1,290","1,437","2,615","2,952","2,114","1,844","778","287","61","2"
"경기도 구리시 동구동(4131052000)","36,769","36,769","2,343","3,641","5,161","4,404","5,678","7,244","4,872","2,138","1,132","155","1","18,069","18,069","1,220","1,939","2,661","2,234","2,704","3,428","2,475","928","434","46","0","18,700","18,700","1,123","1,702","2,500","2,170","2,974","3,816","2,397","1,210","698","109","1"
"경기도 구리시 인창동(4131053000)","23,013","23,013","1,530","2,279","3,147","2,958","3,741","4,269","2,950","1,427","652","60","0","11,200","11,200","777","1,173","1,570","1,494","1,754","2,095","1,432","634","249","22","0","11,813","11,813","753","1,106","1,577","1,464","1,987","2,174","1,518","793","403","38","0"
"경기도 구리시 교문1동(4131054100)","16,016","16,016","646","989","2,053","2,018","2,319","3,122","2,815","1,333","635","83","3","8,235","8,235","334","488","1,090","1,102","1,264","1,613","1,448","632","241","23","0","7,781","7,781","312","501","963","916","1,055","1,509","1,367","701","394","60","3"
"경기도 구리시 교문2동(4131054200)","21,489","21,489","1,393","2,510","2,827","2,364","3,580","3,881","2,975","1,270","611","73","5","10,426","10,426","719","1,257","1,468","1,151","1,668","1,845","1,456","591","248","22","1","11,063","11,063","674","1,253","1,359","1,213","1,912","2,036","1,519","679","363","51","4"
"경기도 구리시 수택1동(4131057000)","15,486","15,486","709","1,043","2,278","2,036","2,187","3,026","2,565","1,116","467","58","1","7,714","7,714","382","560","1,103","1,104","1,118","1,464","1,295","505","171","11","1","7,772","7,772","327","483","1,175","932","1,069","1,562","1,270","611","296","47","0"
"경기도 구리시 수택2동(4131058000)","25,153","25,153","1,166","1,892","3,580","3,113","3,471","4,912","4,151","1,894","872","99","3","12,460","12,460","580","964","1,869","1,615","1,805","2,430","2,070","791","313","22","1","12,693","12,693","586","928","1,711","1,498","1,666","2,482","2,081","1,103","559","77","2"
"경기도 구리시 수택3동(4131059000)","21,772","21,772","1,317","2,137","2,974","2,768","3,649","4,110","2,754","1,321","651","89","2","11,005","11,005","701","1,093","1,563","1,423","1,827","2,096","1,434","586","256","25","1","10,767","10,767","616","1,044","1,411","1,345","1,822","2,014","1,320","735","395","64","1"
"경기도 남양주시 (4136000000)","737,059","737,059","60,652","79,226","85,104","89,096","132,332","124,448","93,148","47,999","21,890","3,038","126","366,331","366,331","31,173","40,767","44,141","44,201","65,999","63,414","45,488","21,983","8,451","693","21","370,728","370,728","29,479","38,459","40,963","44,895","66,333","61,034","47,660","26,016","13,439","2,345","105"
"경기도 남양주시 와부읍(4136025000)","58,828","58,828","3,317","6,917","7,174","5,429","9,917","10,982","7,901","4,712","2,163","303","13","28,964","28,964","1,719","3,526","3,815","2,747","4,629","5,518","3,819","2,213","895","80","3","29,864","29,864","1,598","3,391","3,359","2,682","5,288","5,464","4,082","2,499","1,268","223","10"
"경기도 남양주시 진접읍(4136025300)","96,466","96,466","7,439","11,656","10,950","10,187","17,484","16,606","12,428","6,372","2,963","361","20","48,603","48,603","3,849","6,052","5,815","5,146","8,707","8,748","6,204","2,870","1,119","92","1","47,863","47,863","3,590","5,604","5,135","5,041","8,777","7,858","6,224","3,502","1,844","269","19"
"경기도 남양주시 화도읍(4136025600)","66,277","66,277","4,510","6,900","7,826","7,056","12,001","12,003","8,813","4,752","2,129","278","9","33,020","33,020","2,287","3,588","4,091","3,606","6,038","6,165","4,282","2,066","821","75","1","33,257","33,257","2,223","3,312","3,735","3,450","5,963","5,838","4,531","2,686","1,308","203","8"
"경기도 남양주시 화도읍동부출장소(4136025700)","14,608","14,608","1,430","1,523","1,428","1,935","2,610","2,334","1,990","859","403","94","2","7,293","7,293","747","744","754","953","1,345","1,176","984","413","158","18","1","7,315","7,315","683","779","674","982","1,265","1,158","1,006","446","245","76","1"
"경기도 남양주시 화도읍남부출장소(4136025800)","36,782","36,782","3,174","4,375","3,955","4,177","7,062","6,283","4,324","2,273","1,025","129","5","18,451","18,451","1,672","2,312","2,065","2,064","3,461","3,308","2,133","1,006","401","28","1","18,331","18,331","1,502","2,063","1,890","2,113","3,601","2,975","2,191","1,267","624","101","4"
"경기도 남양주시 진건읍(4136025900)","22,724","22,724","822","1,650","2,865","2,227","2,927","4,801","4,265","1,991","1,031","140","5","11,797","11,797","456","866","1,584","1,237","1,549","2,533","2,243","918","385","26","0","10,927","10,927","366","784","1,281","990","1,378","2,268","2,022","1,073","646","114","5"
"경기도 남양주시 오남읍(4136026200)","52,778","52,778","3,285","6,208","6,680","5,127","9,402","10,247","6,273","3,542","1,789","219","6","26,477","26,477","1,703","3,234","3,525","2,607","4,659","5,395","3,098","1,522","684","49","1","26,301","26,301","1,582","2,974","3,155","2,520","4,743","4,852","3,175","2,020","1,105","170","5"
"경기도 남양주시 퇴계원읍(4136026500)","28,400","28,400","1,428","2,425","3,643","3,173","3,961","5,402","4,881","2,290","1,075","120","2","14,148","14,148","698","1,264","1,948","1,694","2,012","2,616","2,398","1,089","404","24","1","14,252","14,252","730","1,161","1,695","1,479","1,949","2,786","2,483","1,201","671","96","1"
"경기도 남양주시 별내면(4136031000)","19,234","19,234","1,006","1,811","2,378","1,704","2,966","3,710","2,926","1,693","905","129","6","9,644","9,644","516","978","1,212","894","1,515","1,913","1,433","758","387","37","1","9,590","9,590","490","833","1,166","810","1,451","1,797","1,493","935","518","92","5"
"경기도 남양주시 수동면(4136034000)","9,245","9,245","296","800","802","706","1,002","1,760","2,018","1,153","554","147","7","4,912","4,912","160","477","475","399","547","981","1,033","578","230","30","2","4,333","4,333","136","323","327","307","455","779","985","575","324","117","5"
"경기도 남양주시 조안면(4136036000)","4,003","4,003","157","235","365","357","489","745","889","490","241","35","0","2,075","2,075","87","115","202","193","254","390","472","253","101","8","0","1,928","1,928","70","120","163","164","235","355","417","237","140","27","0"
"경기도 남양주시 호평동(4136051000)","57,137","57,137","5,625","7,147","6,181","6,909","11,714","9,063","5,636","3,270","1,391","191","10","27,888","27,888","2,926","3,655","3,251","3,261","5,643","4,549","2,610","1,395","552","44","2","29,249","29,249","2,699","3,492","2,930","3,648","6,071","4,514","3,026","1,875","839","147","8"
"경기도 남양주시 평내동(4136052000)","37,532","37,532","3,041","4,875","4,616","4,436","7,167","6,447","3,823","2,023","970","129","5","18,470","18,470","1,566","2,497","2,342","2,205","3,462","3,269","1,821","916","360","32","0","19,062","19,062","1,475","2,378","2,274","2,231","3,705","3,178","2,002","1,107","610","97","5"
"경기도 남양주시 금곡동(4136053000)","18,097","18,097","564","1,041","2,199","1,964","2,068","3,629","3,834","1,723","933","135","7","9,262","9,262","277","552","1,233","1,120","1,107","1,842","1,946","816","338","31","0","8,835","8,835","287","489","966","844","961","1,787","1,888","907","595","104","7"
"경기도 남양주시 양정동(4136054000)","3,891","3,891","128","137","438","425","382","759","956","437","211","17","1","2,244","2,244","65","68","272","256","246","448","576","219","89","5","0","1,647","1,647","63","69","166","169","136","311","380","218","122","12","1"
"경기도 남양주시 다산1동(4136054500)","95,154","95,154","12,030","10,008","10,514","15,819","19,025","12,240","8,945","4,549","1,775","240","9","46,635","46,635","6,153","5,041","5,084","7,433","9,791","6,097","4,144","2,176","678","36","2","48,519","48,519","5,877","4,967","5,430","8,386","9,234","6,143","4,801","2,373","1,097","204","7"
"경기도 남양주시 다산2동(4136056500)","35,670","35,670","4,191","4,080","3,629","4,648","7,585","5,498","3,686","1,588","657","106","2","17,446","17,446","2,133","2,097","1,878","2,103","3,769","2,734","1,729","734","243","26","0","18,224","18,224","2,058","1,983","1,751","2,545","3,816","2,764","1,957","854","414","80","2"
"경기도 남양주시 별내동(4136057000)","80,233","80,233","8,209","7,438","9,461","12,817","14,570","11,939","9,560","4,282","1,675","265","17","39,002","39,002","4,159","3,701","4,595","6,283","7,265","5,732","4,563","2,041","606","52","5","41,231","41,231","4,050","3,737","4,866","6,534","7,305","6,207","4,997","2,241","1,069","213","12"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","230,142","230,142","20,442","25,164","30,395","36,325","44,466","34,725","22,855","10,419","4,737","600","14","119,699","119,699","10,423","12,939","16,538","19,937","23,742","18,193","11,357","4,667","1,769","131","3","110,443","110,443","10,019","12,225","13,857","16,388","20,724","16,532","11,498","5,752","2,968","469","11"
"경기도 오산시 중앙동(4137051000)","35,403","35,403","3,477","4,122","4,231","5,080","6,655","5,640","3,602","1,662","842","91","1","17,778","17,778","1,783","2,037","2,236","2,603","3,374","2,906","1,787","712","323","17","0","17,625","17,625","1,694","2,085","1,995","2,477","3,281","2,734","1,815","950","519","74","1"
"경기도 오산시 남촌동(4137053000)","20,632","20,632","796","1,091","3,630","4,927","4,033","3,006","1,901","833","373","41","1","12,411","12,411","392","560","2,156","3,226","2,580","1,872","1,064","403","151","7","0","8,221","8,221","404","531","1,474","1,701","1,453","1,134","837","430","222","34","1"
"경기도 오산시 신장동(4137054000)","60,871","60,871","6,052","7,424","6,837","8,862","12,238","8,689","6,318","2,955","1,320","170","6","30,832","30,832","3,077","3,787","3,617","4,630","6,464","4,421","3,012","1,313","473","37","1","30,039","30,039","2,975","3,637","3,220","4,232","5,774","4,268","3,306","1,642","847","133","5"
"경기도 오산시 세마동(4137055000)","31,859","31,859","3,579","3,488","3,875","5,367","6,356","4,412","2,991","1,195","510","83","3","16,355","16,355","1,827","1,789","2,066","2,808","3,325","2,266","1,496","588","178","12","0","15,504","15,504","1,752","1,699","1,809","2,559","3,031","2,146","1,495","607","332","71","3"
